# λ (nm)	photon flux (γ/s/cm^2/nm)
666.5	9.742935814305264e14
667.5	9.75213821643196e14
668.5	9.758352766548508e14
669.5	9.76043238785631e14
670.5	9.762474614795094e14
671.5	9.756204899281084e14
672.5	9.749704024622315e14
673.5	9.742580941339489e14
674.5	9.7348551367735e14
675.5	9.727066534113621e14
676.5	9.71930937856571e14
677.5	9.711486718337926e14
678.5	9.703044294526904e14
679.5	9.694022354604744e14
680.5	9.684931768123549e14
681.5	9.675472833859981e14
682.5	9.665944373503338e14
683.5	9.656379194258025e14
684.5	9.646786400630522e14
685.5	9.637124299086469e14
686.5	9.626393203747772e14
687.5	9.615440292135491e14
688.5	9.604258981722032e14
689.5	9.592582868090074e14
690.5	9.58083242333517e14
691.5	9.569139109153516e14
692.5	9.55744273350534e14
693.5	9.545678754933051e14
694.5	9.534450105860741e14
695.5	9.523149482285349e14
696.5	9.512000994808558e14
697.5	9.50121683919536e14
698.5	9.49036260182518e14
699.5	9.479788052296922e14
700.5	9.469333027789912e14
701.5	9.458809460073668e14
702.5	9.448752341679065e14
703.5	9.438662400254956e14
704.5	9.428315593477892e14
705.5	9.417140476247059e14
706.5	9.405895740005571e14
707.5	9.394610012587358e14
708.5	9.383292749246752e14
709.5	9.371906055097215e14
710.5	9.36032321478669e14
711.5	9.348602259597501e14
712.5	9.336811324840208e14
713.5	9.324909960720145e14
714.5	9.312930207138499e14
715.5	9.300880337381342e14
716.5	9.289303710016674e14
717.5	9.277663979309202e14
718.5	9.266194850281285e14
719.5	9.256260735923026e14
720.5	9.246263158889829e14
721.5	9.236340068651525e14
722.5	9.226791343583222e14
723.5	9.217180749157949e14
724.5	9.207503265864082e14
725.5	9.197753218172045e14
726.5	9.187941257821521e14
727.5	9.178438296445112e14
728.5	9.169480445560662e14
729.5	9.16046336540809e14
730.5	9.151881514395052e14
731.5	9.143954299617849e14
732.5	9.13597115740994e14
733.5	9.12773335825765e14
734.5	9.119164279667274e14
735.5	9.110537983488022e14
736.5	9.102016273494689e14
737.5	9.093680820499602e14
738.5	9.085289248379826e14
739.5	9.077635102661638e14
740.5	9.071402704262499e14
741.5	9.065120318646535e14
742.5	9.05918692545231e14
743.5	9.05423194912358e14
744.5	9.049230823765984e14
745.5	9.044182000351425e14
746.5	9.039079450705691e14
747.5	9.033930727585942e14
748.5	9.028686599752149e14
749.5	9.022213038580568e14
750.5	9.015690015274979e14
751.5	9.009117529835385e14
752.5	9.003050310193228e14
753.5	8.997003755768315e14
754.5	8.990909395793611e14
755.5	8.983943486274375e14
756.5	8.976574090121485e14
757.5	8.969153773191445e14
758.5	8.961261567362179e14
759.5	8.952878602605806e14
760.5	8.94444245176281e14
761.5	8.935916236246175e14
762.5	8.92721980223486e14
763.5	8.91846977856298e14
764.5	8.909666165230532e14
765.5	8.901712100359719e14
766.5	8.893734774027115e14
767.5	8.88570629061456e14
768.5	8.878536188794528e14
769.5	8.871765861608032e14
770.5	8.864947910250905e14
771.5	8.858117946355044e14
772.5	8.851306672218042e14
773.5	8.844448037675851e14
774.5	8.837542042728472e14
775.5	8.830148853973801e14
776.5	8.822702722001279e14
777.5	8.815208083843655e14
778.5	8.807643181288064e14
779.5	8.80001519254175e14
780.5	8.792338604447354e14
781.5	8.784551429762856e14
782.5	8.776450897547144e14
783.5	8.768300931054001e14
784.5	8.760101530283429e14
785.5	8.750744188094195e14
786.5	8.740944617889888e14
787.5	8.731091799321268e14
788.5	8.720982947018276e14
789.5	8.710271365102692e14
790.5	8.699504629795718e14
791.5	8.688682741097346e14
792.5	8.678832459378202e14
793.5	8.669236697113601e14
794.5	8.659589146643792e14
795.5	8.650081890673436e14
796.5	8.64116719728203e14
797.5	8.632202815351526e14
798.5	8.623188744881928e14
799.5	8.613331349840708e14
800.5	8.6030308966454e14
801.5	8.592677791730529e14
802.5	8.582349978941289e14
803.5	8.572867179857131e14
804.5	8.563334157210581e14
805.5	8.553750911001638e14
806.5	8.544745510204371e14
807.5	8.536460035035831e14
808.5	8.52812779745513e14
809.5	8.519748797462264e14
810.5	8.510697043637376e14
811.5	8.501440291753019e14
812.5	8.492134846576118e14
813.5	8.48270575776434e14
814.5	8.472620629546332e14
815.5	8.462485132887045e14
816.5	8.452299267786474e14
817.5	8.442613473336604e14
818.5	8.433705325703384e14
819.5	8.424750176228836e14
820.5	8.415748024912958e14
821.5	8.407602590754156e14
822.5	8.399899565197146e14
823.5	8.392152922672624e14
824.5	8.384362663180591e14
825.5	8.375516876031866e14
826.5	8.366486865306732e14
827.5	8.35741045166979e14
828.5	8.348054108220638e14
829.5	8.335544481642866e14
830.5	8.322980398807292e14
831.5	8.310361859713914e14
832.5	8.297412162912228e14
833.5	8.283530071326546e14
834.5	8.269590753698769e14
835.5	8.255594210028899e14
836.5	8.242014315196624e14
837.5	8.229186159931238e14
838.5	8.216303840770601e14
839.5	8.203367357714716e14
840.5	8.189193846307575e14
841.5	8.173627900913554e14
842.5	8.158001802967806e14
843.5	8.142315552470335e14
844.5	8.125742621022609e14
845.5	8.108402666113985e14
846.5	8.090998933767561e14
847.5	8.073531423983334e14
848.5	8.058020531744384e14
849.5	8.04391539325694e14
850.5	8.029754688149904e14
851.5	8.015538416423275e14
852.5	8.00427406010992e14
853.5	7.995053589543329e14
854.5	7.985789511130575e14
