# wavelength (nm)	photon flux (γ/s/cm^2/nm)
2246.50	47369334393187.60
2247.50	47297498483322.59
2248.50	47225579884471.96
2249.50	47153578596635.76
2250.50	47081494619813.95
2251.50	47009327954006.53
2252.50	46937078599213.52
2253.50	46864746555434.92
2254.50	46794221074428.69
2255.50	46725290697744.75
2256.50	46656280794307.14
2257.50	46587191364115.88
2258.50	46518022407170.98
2259.50	46448773923472.42
2260.50	46379445913020.21
2261.50	46310038375814.33
2262.50	46240551311854.80
2263.50	46170984721141.64
2264.50	46101338603674.81
2265.50	46031612959454.33
2266.50	45996327731439.61
2267.50	45968574329420.62
2268.50	45940778548224.78
2269.50	45912940387852.09
2270.50	45885059848302.56
2271.50	45857136929576.19
2272.50	45829171631672.95
2273.50	45801163954592.87
2274.50	45773113898335.93
2275.50	45745021462902.16
2276.50	45716886648291.52
2277.50	45684546892260.34
2278.50	45631829080236.52
2279.50	45579047386809.48
2280.50	45526201811979.26
2281.50	45473292355745.84
2282.50	45420319018109.20
2283.50	45367281799069.38
2284.50	45314180698626.37
2285.50	45261015716780.12
2286.50	45207786853530.70
2287.50	45154494108878.08
2288.50	45101137482822.25
2289.50	45043083916624.30
2290.50	44981741432369.93
2291.50	44920328207012.03
2292.50	44858844240550.64
2293.50	44797289532985.75
2294.50	44735664084317.33
2295.50	44673967894545.41
2296.50	44612200963669.97
2297.50	44550363291691.03
2298.50	44488454878608.59
2299.50	44426475724422.62
2300.50	44365868584466.68
2301.50	44324368324966.95
2302.50	44282815242894.84
2303.50	44241209338250.41
2304.50	44199550611033.65
2305.50	44157839061244.55
2306.50	44116074688883.09
2307.50	44074257493949.31
2308.50	44032387476443.18
2309.50	43990464636364.72
2310.50	43948488973713.91
2311.50	43906460488490.77
2312.50	43850449834176.70
2313.50	43785464811422.79
2314.50	43720407216912.30
2315.50	43655277050645.21
2316.50	43590074312621.53
2317.50	43524799002841.26
2318.50	43459451121304.39
2319.50	43394030668010.92
2320.50	43328537642960.87
2321.50	43262972046154.23
2322.50	43197333877590.98
2323.50	43130710700288.06
2324.50	43060777769682.92
2325.50	42990768697326.92
2326.50	42920683483220.09
2327.50	42850522127362.39
2328.50	42780284629753.84
2329.50	42709970990394.43
2330.50	42639581209284.16
2331.50	42569115286423.05
2332.50	42498573221811.08
2333.50	42427955015448.27
2334.50	42357260667334.59
2335.50	42311072847021.41
2336.50	42268504781530.19
2337.50	42225884771198.44
2338.50	42183212816026.16
2339.50	42140488916013.32
2340.50	42097713071159.94
2341.50	42054885281466.01
2342.50	42012005546931.54
2343.50	41969073867556.52
2344.50	41926090243340.95
2345.50	41883054674284.84
2346.50	41837714477203.52
2347.50	41790817986442.77
2348.50	41743866350780.14
2349.50	41696859570215.63
2350.50	41649797644749.23
2351.50	41602680574380.91
2352.50	41555508359110.72
2353.50	41508280998938.63
2354.50	41460998493864.65
2355.50	41413660843888.79
2356.50	41366268049011.04
2357.50	41314545416020.91
2358.50	41256075116974.72
2359.50	41197540374403.66
2360.50	41138941188307.76
2361.50	41080277558686.98
2362.50	41021549485541.35
2363.50	40962756968870.88
2364.50	40903900008675.53
2365.50	40844978604955.34
2366.50	40785992757710.27
2367.50	40726942466940.37
2368.50	40666949125780.94
2369.50	40603774223280.75
2370.50	40540531504937.70
2371.50	40477220970751.83
2372.50	40413842620723.12
2373.50	40350396454851.58
2374.50	40286882473137.20
2375.50	40223300675579.98
2376.50	40159651062179.92
2377.50	40095933632937.03
2378.50	40032148387851.30
2379.50	39974370033304.33
2380.50	39957199858048.14
2381.50	39940001142856.32
2382.50	39922773887728.91
2383.50	39905518092665.90
2384.50	39888233757667.27
2385.50	39870920882733.05
2386.50	39853579467863.21
2387.50	39836209513057.77
2388.50	39818811018316.71
2389.50	39801383983640.06
2390.50	39788017156240.91
2391.50	39821665472460.27
2392.50	39855328009120.66
2393.50	39889004766222.07
2394.50	39922695743764.50
2395.50	39956400941747.95
2396.50	39990120360172.43
2397.50	40023853999037.91
2398.50	40057601858344.42
2399.50	40091363938091.96
